序号,p_date,comment_id,评论链接,comment_content,voice_asr_text,voice_duration,show_comment_cnt_td,direct_reply_comment_cnt_td,like_comment_cnt_td,dislike_comment_cnt_td,voice_resource_id,链接,内容分,音频分,优质判断,意图表达,评论内容和语音内容的关系,语音音频和语音asr文本内容的关系,标注员
2273.0,20260610.0,1133616198211.0,,我这个是什么音？,在悲伤的时候，在痛苦的时候弹射向沙漠里的海市蜃楼。我看着你的背影想开口。,14492.0,4290.0,10.0,3.0,0.0,lwVJfwvMZdg.aac,,0.0,0.0,一般,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,赵婷婷
2274.0,20260610.0,1132351585046.0,,是谁还发不了啊？肉肉肉,GAGA dlease and d,4084.0,4286.0,7.0,7.0,0.0,Ho_IW9dkb8Q.aac,,0.0,-1.0,劣质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,赵婷婷
2275.0,20260607.0,1131257194557.0,,可以打开这里，没有什么危险，也不应[笑哭][笑哭][笑哭],不不了了。,6403.0,4284.0,9.0,15.0,3.0,GBebwGcrZ_k.aac,,-1.0,-1.0,劣质,玩梗/搞笑,不相关,语义相等内容有差异,赵婷婷
2276.0,20260606.0,1132313147383.0,,好像有点破音,无时无刻像是一首无法停止单曲循环的。无名格扛住了柴米油盐的麻烦。,14869.0,4284.0,3.0,17.0,0.0,MWAyC1cRw6Y.aac,,0.0,1.0,优质,唱歌/朗诵,"相关-引导听评论,相关-互为补充",语义相等内容有差异,赵婷婷
2277.0,20260610.0,1134125962062.0,,不行了，给自己笑死了，用自己最不擅长的语音说的。,家人们三明治开了啊，这三明治老好吃了，家人们三明治。来小朋友们都过来买三明治。,10687.0,4279.0,1.0,17.0,0.0,O8RAv-hwqRk.aac,,1.0,0.0,优质,玩梗/搞笑,"相关-引导听评论,相关-互为补充",语义相等内容有差异,赵婷婷
2278.0,20260610.0,1132376917693.0,,我努力了现实超级辣条音[大哭][大哭],晚上我要离开家。我无法挽留，我无法回头。,9326.0,4272.0,15.0,7.0,0.0,y6PN_TKideY.aac,,0.0,0.0,一般,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,赵婷婷
2279.0,20260601.0,1135611166543.0,,模仿的不好，不要骂谢谢,欧利娃。我给大路哥。,3623.0,4267.0,10.0,26.0,0.0,nhYhCDH9iKo.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,赵婷婷
2280.0,20260610.0,1135815251218.0,,,牛摆牛，水牛。,2494.0,4259.0,1.0,0.0,0.0,mEu5cekldNM.aac,,0.0,0.0,一般,玩梗/搞笑,不相关,语义相等内容有差异,赵婷婷
2281.0,20260610.0,1132025259344.0,,天南海北太远了，我带你回广东好不好,天南海北太远了。我带你回广东好不好？,4606.0,4258.0,24.0,72.0,0.0,AMH1sGv_PLE.aac,,1.0,0.0,优质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,赵婷婷
2282.0,20260610.0,1137030323500.0,,我像么,姐姐放个奶瓶给你补补补补补补。,4171.0,4257.0,3.0,5.0,0.0,iWdjs5uTF2o.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,赵婷婷
2283.0,20260604.0,1131395350008.0,,[色][色][色][色],你干啥呢？,5279.0,4253.0,2.0,22.0,0.0,hdJXsXBlLjQ.aac,,0.0,-1.0,劣质,玩梗/搞笑,不相关,语义相等内容有差异,赵婷婷
2284.0,20260610.0,1131414480481.0,,可听到吗？,hello宝宝们，快手真的可以发语音了，哎呀我不行，这东西好好啊，我今天发了好多条，好好玩啊，你们可以听到我说话吗？,9177.0,4251.0,7.0,28.0,1.0,V_cze492Kmo.aac,,0.0,0.0,一般,发语音玩,相关-引导听评论,语义相等内容有差异,赵婷婷
2285.0,20260610.0,1131634528894.0,,三角洲进行政楼后打的喷嚏,啊啊啊，你掉进陷阱了。,3125.0,4249.0,4.0,4.0,2.0,-iu1Bmb3Q74.aac,,0.0,0.0,一般,玩梗/搞笑,"相关-引导听评论,相关-互为补充",语义相等内容有差异,赵婷婷
2286.0,20260610.0,1140347160682.0,,这忍者拉完了,我你。,2805.0,4248.0,3.0,0.0,0.0,hN-ZPNl-ad8.aac,,-1.0,-1.0,劣质,其他,"相关-引导听评论,相关-互为补充",语义相等内容有差异,赵婷婷
2287.0,20260605.0,1132583010133.0,,来听歌[色],是谁把你带到人世间，是谁含辛茹苦供你吃和穿。是谁为你汗水湿透了衣裳，是谁起早贪黑把腰累弯。是谁想你偷偷把泪擦干，是谁盼你会把眼望穿。是谁的故事讲啊，讲不完是谁的哭泣，天地下最可怜。,38548.0,4247.0,4.0,5.0,0.0,oVdlVcRXLeE.aac,,0.0,-1.0,劣质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,赵婷婷
2288.0,20260609.0,1131433208620.0,,小哥哥太小了[惊恐]，叫叔叔太老了[翻白眼]，叫妈妈性格不对[亲吻]，想想[惊恐]，那我应该叫什么[呕吐],叫哥哥太小了。叫叔叔太老了，叫妈妈性格又不对，想想那我应该叫什么，哦哟哟哟哟。嗯嗯。,12274.0,4246.0,12.0,59.0,2.0,C4tyFoSoY6o.aac,,0.0,-1.0,劣质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,赵婷婷
2289.0,20260610.0,1132337705058.0,,[猪蹄][猪蹄][猪蹄]不会,无是不可能像是一首无法停止单曲循环的。无名歌。扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。,18152.0,4244.0,4.0,9.0,0.0,hLmjQFcxNNo.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,赵婷婷
2290.0,20260610.0,1134484477362.0,,不明生物,啊娃哈哈。,3152.0,4243.0,5.0,0.0,0.0,K0CEgwAZ0IA.aac,,0.0,-1.0,劣质,其他,相关-互为补充,语义相等内容有差异,赵婷婷
2291.0,20260610.0,1131818067593.0,,,这谁能封得住呀。,3271.0,4241.0,4.0,23.0,0.0,dKgmqjDHb9k.aac,,0.0,0.0,一般,玩梗/搞笑,不相关,语义相等内容有差异,赵婷婷
2292.0,20260610.0,1137175814577.0,,,牛。,1655.0,4237.0,34.0,32.0,0.0,bSspmy_x_b4.aac,,-1.0,-1.0,劣质,其他,不相关,语义相等内容有差异,赵婷婷
2293.0,20260610.0,1131324031020.0,,感觉有点跑调[强颜欢笑],无时无刻像是一首无法停止单曲循环的。无名格扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。扛住了世俗生活的刁难，却扛不住对你的喜欢。,24377.0,4237.0,6.0,19.0,0.0,Ch_bi88CiqM.aac,,0.0,1.0,优质,唱歌/朗诵,"相关-互为补充,相关-引导听评论",语义相等内容有差异,赵婷婷
2294.0,20260610.0,1135913953375.0,,别闹，我在熬夜,别闹。我在熬夜。,3829.0,4233.0,2.0,1.0,0.0,ZV2_r0k6TNY.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,赵婷婷
2295.0,20260610.0,1137306248535.0,,,哇，真的太感谢啦。我现在把我整个仓库都亏光了呢。哈哈哈。真不好想。,11628.0,4228.0,7.0,16.0,0.0,8zOuXVfLbbw.aac,,0.0,0.0,一般,生活分享,无评论内容,语义相等内容有差异,赵婷婷
2296.0,20260610.0,1131679294196.0,,,太执着了。我让你们上个视频。,5228.0,4224.0,4.0,1.0,0.0,h-C3j8mYQ2E.aac,,-1.0,-1.0,劣质,其他,无评论内容,语义相等内容有差异,赵婷婷
2297.0,20260610.0,1132160324329.0,,这样吗？,姐姐忘家了。姐姐早上好。,7034.0,4223.0,7.0,25.0,0.0,U4CYPf-oMBs.aac,,-1.0,0.0,劣质,玩梗/搞笑,"相关-互为补充,相关-引导听评论",语义相等内容有差异,赵婷婷
2298.0,20260610.0,1132329059174.0,,（可不可以）,可不可以我们在一起，我们之间有太多回忆爱上了你。没什么道理，只是刚好情到初开遇到你，我希望我的未来不是你。,19203.0,4216.0,4.0,23.0,0.0,DjO1KlFAp24.aac,,0.0,-1.0,劣质,唱歌/朗诵,相关-互为补充,语义相等内容有差异,赵婷婷
2299.0,20260610.0,1135884017281.0,,可能不是特别好听[落泪],其实雨也没多大，只是风在拼命刮。,7475.0,4210.0,5.0,43.0,0.0,7uaRAgizoEQ.aac,,0.0,0.0,一般,唱歌/朗诵,"相关-互为补充,相关-引导听评论",语义相等内容有差异,赵婷婷
2300.0,20260604.0,1131397071347.0,,[白眼],我也是直接吓哭了好吧。,4026.0,4207.0,8.0,25.0,0.0,CqYZPwyzu0E.aac,,0.0,-1.0,劣质,其他,不相关,语义相等内容有差异,赵婷婷
2301.0,20260610.0,1132343219772.0,,我也来唱一小句吧。,怎不忍心怪你对我太独特。无数个。,10845.0,4202.0,5.0,31.0,0.0,CCnRvAN7cz8.aac,,0.0,0.0,一般,唱歌/朗诵,"相关-互为补充,相关-引导听评论",语义相等内容有差异,赵婷婷
2302.0,20260605.0,1137613800729.0,,术术人打喷嚏[生气]（歌名：奉承者）,当农民当农民，我活忙忙的上秋天，农民娃子过大一年。,7604.0,4202.0,5.0,20.0,0.0,XAy-WWjGUXo.aac,,0.0,0.0,一般,唱歌/朗诵,相关-互为补充,语义相等内容有差异,赵婷婷
2303.0,20260610.0,1140224244244.0,,安奶10岁了[生气][生气],俺奶奶九阴，俺奶四岁了，俺奶四岁了。来2234。,11098.0,4196.0,18.0,47.0,0.0,VFePvavhDYE.aac,,-1.0,-1.0,劣质,其他,相关-互为补充,语义相等内容有差异,赵婷婷
2304.0,20260602.0,1131550676217.0,,,大家为什么不发语音啊，都能发语音了，为什么都不发。,4070.0,4195.0,8.0,1.0,0.0,HmEZcw-_N8Y.aac,,0.0,0.0,一般,提问,无评论内容,语义相等内容有差异,赵婷婷
2305.0,20260610.0,1133963012194.0,,我说完这个能笑死,刚睡醒，声音软软的像小猫喵。,5652.0,4194.0,6.0,17.0,1.0,q2qQZrFYrgw.aac,,0.0,0.0,一般,玩梗/搞笑,"相关-互为补充,相关-引导听评论",语义相等内容有差异,赵婷婷
2306.0,20260610.0,1132146469144.0,,,幸好我能碰到你，其实我要已经换了牙齿。再穿不下去年那条裙子。,12302.0,4194.0,13.0,44.0,0.0,xtjDjP1JDL8.aac,,0.0,1.0,优质,唱歌/朗诵,无评论内容,语义相等内容有差异,赵婷婷
2307.0,20260610.0,1140146737791.0,,感觉女配真可怜[哭笑][上吊][大哭],感觉女配好可怜呀。就是跟什么都不配，拥有一样，本身人家女配就够可怜的了，还用个三无卫生巾还在那骂什么呀，还说装可怜。再说了，谁饿一顿不不难受呀。,16672.0,4193.0,6.0,24.0,0.0,Tx_QBE2K2mo.aac,,1.0,1.0,优质,观点表达,相关-互为补充,语义相等内容有差异,赵婷婷
2308.0,20260610.0,1135812606051.0,,我的嘿嘿[心心][挑逗],谁倾听岁月为我打浪淘沙，而你被留下我的世界流转变化你却没时差。啦啦啦啦，我亲爱的你呀。,16172.0,4191.0,9.0,25.0,0.0,Ms7jgSPcQ-I.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,赵婷婷
2309.0,20260609.0,1131452195664.0,,[落泪],就是呀，我也觉得。,2626.0,4190.0,6.0,8.0,0.0,h3bTuNR-6Cs.aac,,0.0,0.0,一般,观点表达,不相关,完全一致,赵婷婷
2310.0,20260610.0,1132866609878.0,,不是逛了一圈下来 就我是个辣条音,味儿凭啥？,1631.0,4189.0,18.0,20.0,0.0,6Czp45B780Y.aac,,0.0,0.0,一般,提问,不相关,语义相等内容有差异,赵婷婷
2311.0,20260610.0,1138591101681.0,,(｡- .•),布娜娜。,1981.0,4186.0,8.0,6.0,0.0,Hg3urLDl3pg.aac,,0.0,0.0,一般,其他,不相关,语义相等内容有差异,赵婷婷
2312.0,20260610.0,1131211984755.0,,,我操，快手上竟然能语音评论了这么牛逼吗？,4254.0,4185.0,8.0,37.0,1.0,Kq4jIzntVb0.aac,,-1.0,0.0,劣质,夸赞/支持,无评论内容,语义相等内容有差异,赵婷婷
2313.0,20260605.0,1137538260340.0,,,我也可以发。,1725.0,4185.0,4.0,1.0,0.0,C5fpTsSvlyk.aac,,0.0,0.0,一般,生活分享,无评论内容,语义相等内容有差异,赵婷婷
2314.0,20260610.0,1131955416411.0,,不再依赖你算长大吗姐姐~[流鼻血],我在意外你算长大吗？姐姐。算姐姐没用。,10062.0,4183.0,2.0,48.0,0.0,7Dpd62zRPZs.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,赵婷婷
2315.0,20260610.0,1136070249775.0,,不喜勿喷应该还行[做不完],你要的全拿走，把回忆化成空，不要在乎感受体面的有所保留。说过的话当在屏风搜。我不必再为你迁就这一句，分手借口一遍两遍三遍，最后百口莫辩。情话只是偶尔堆写的谎言。策马奔腾的草原原，我们过去留下尊严，散了我们就干脆一点。你要的全拿走，剩下的我承受，留下我们的够，别管有没有用。我怕它以后没人宠。哪怕他不懂我的痛，我不必再为你强求，一年两年三年已经沉默寡言，好情好散，听着。也处处可怜，看见了他的消遣，他加倍不出他的跪贱，一个接着一个一个一排，接着一排的纪念日子消失关了门。,60012.0,4182.0,10.0,39.0,0.0,9ENilfX3Si4.aac,,0.0,0.0,一般,唱歌/朗诵,"相关-引导听评论,相关-互为补充",语义相等内容有差异,赵婷婷
2316.0,20260610.0,1138123120184.0,,我真尽力了[做不完]感冒了，嗓子比较哑[裂开],无时无刻像是一首无法停止单曲循环的。无名哥扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。扛住了世俗生活的刁难，却扛不住对你的喜欢。,24675.0,4182.0,4.0,12.0,0.0,8tYZVWstZtM.aac,,0.0,0.0,一般,唱歌/朗诵,"相关-引导听评论,相关-互为补充",语义相等内容有差异,赵婷婷
2317.0,20260610.0,1134282286832.0,,我不知道，反正我的语音很曼妙,过完了吗？挂了挂了。啊。,16097.0,4181.0,5.0,12.0,0.0,gxvQbfys0jQ.aac,,0.0,-1.0,劣质,玩梗/搞笑,"相关-引导听评论,相关-互为补充",语义相等内容有差异,赵婷婷
2318.0,20260610.0,1132900993221.0,,[捂脸]别叫了,蛋卷心贺，OK。,2695.0,4177.0,4.0,0.0,1.0,V5u2Nu0ULn0.aac,,0.0,0.0,一般,其他,不相关,语义相等内容有差异,赵婷婷
2319.0,20260609.0,1136048037395.0,,,你们是不是都骗人的呀？,2347.0,4176.0,2.0,0.0,0.0,7rPXCnnq5PQ.aac,,0.0,0.0,一般,提问,无评论内容,完全一致,赵婷婷
2320.0,20260610.0,1131249462145.0,,,OK啊，我也是有了招吧。,2826.0,4176.0,0.0,7.0,0.0,cP5_4QJdLwM.aac,,0.0,0.0,一般,生活分享,无评论内容,语义相等内容有差异,赵婷婷
2321.0,20260610.0,1132779486349.0,,我不行了[捂脸],贾芳儿，我从来都不知道你有这么阴静。你个子很高，神秘衣冠楚楚。还有你的胡子是那么的弯弯曲曲。你已经偷走了我的心加饭。,20985.0,4175.0,5.0,5.0,0.0,Oq5_gMA9cQU.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,赵婷婷
2322.0,20260610.0,1139069822292.0,,,明天投条100万，发誓从此不再。,3963.0,4170.0,2.0,9.0,0.0,TdO-fYnZe8E.aac,,0.0,0.0,一般,玩梗/搞笑,无评论内容,语义相等内容有差异,赵婷婷
2323.0,20260610.0,1134024600305.0,,看到我这个你已经回到头了[敬礼],好笑吗？,2300.0,4166.0,2.0,9.0,0.0,n3AIMPR_qz8.aac,,0.0,0.0,一般,提问,相关-引导听评论,语义相等内容有差异,赵婷婷
2324.0,20260610.0,1137826335469.0,,别喷手机已经很烫了[憨笑哪吒],中奖本礼倍儿高，奖品也倍儿好，手机钞票，奔驰金条，还有大金刚，停完没中。嗯，我把我爸的养老金都输没了，我可以申请维权金退款吗，啥呀，你以为我是主播呀。,19415.0,4164.0,15.0,9.0,0.0,A2k2T4xz_HU.aac,,0.0,0.0,一般,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,赵婷婷
2325.0,20260603.0,1132127365687.0,,,你把那个相机调成广角，然后呢放在手臂里就可以调出来了。,8373.0,4162.0,8.0,2.0,0.0,m2LN48W-NII.aac,,0.0,0.0,一般,生活分享,无评论内容,语义相等内容有差异,赵婷婷
2326.0,20260610.0,1137672689000.0,,都给我崩住[憨笑哪吒],姐姐把你脸皮给你扑扑扑扑。,5048.0,4158.0,1.0,14.0,0.0,D9E9ApimBVM.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,赵婷婷
2327.0,20260610.0,1132408151717.0,,,不知道。,2311.0,4157.0,1.0,3.0,0.0,cCHc6kq_6-w.aac,,0.0,0.0,一般,简短回应,无评论内容,完全一致,赵婷婷
2328.0,20260610.0,1136696741276.0,,自从在快手上有了语音，我就这样子：,啊，是小说王来了。oh，two，three。four four five six seven seven。eight eight night night night night eight eight eight eight eight eight eight eight。哈哈哈哈。,30687.0,4156.0,21.0,60.0,1.0,5InLqXACIRQ.aac,,0.0,-1.0,劣质,玩梗/搞笑,"相关-引导听评论,相关-互为补充",语义相等内容有差异,赵婷婷
2329.0,20260609.0,1136131420454.0,,,这歌变声器发语音还在唱歌，我听着语音封不住了啊。,6570.0,4156.0,16.0,37.0,0.0,1sYtzmMvkgw.aac,,0.0,0.0,一般,玩梗/搞笑,无评论内容,语义相等内容有差异,赵婷婷
2330.0,20260610.0,1131163703402.0,,[色][色][色]笑死,是谁把你带到人世间。是谁含辛茹苦供你吃和穿是谁为。给你汗水湿透了衣裳，使谁起早贪黑把眼泪挖。是谁想你偷偷把泪擦干。是谁盼你会把眼望穿。是谁的故事。家啊讲不完谁的苦心，天地下最可怜。一声老爸你是儿的钱。他却是儿女我牵打的靠山。一声老妈喊过千万遍。怕倾尽所有给我们温暖。,59795.0,4154.0,10.0,38.0,0.0,lGjAtX8hxSI.aac,,0.0,-1.0,劣质,唱歌/朗诵,不相关,语义相等内容有差异,赵婷婷
2331.0,20260603.0,1131403943807.0,,放大声[色],小哥哥太小了。赵叔叔太辣了，你妈妈性格不对，你想想。你应该叫什么？,12358.0,4152.0,9.0,14.0,1.0,UasYWKFzkTE.aac,,0.0,-1.0,劣质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,赵婷婷
2332.0,20260610.0,1132498539856.0,,,藏不住看不破。长长流水终于翻过青山一座座。,16101.0,4151.0,1.0,0.0,0.0,pDK6S9qT1V4.aac,,0.0,0.0,一般,唱歌/朗诵,无评论内容,语义相等内容有差异,赵婷婷
2333.0,20260610.0,1132060270801.0,,[憨笑哪吒],还不快点扶起来。,2535.0,4149.0,2.0,0.0,0.0,6jqVnrYwENA.aac,,0.0,0.0,一般,其他,不相关,语义相等内容有差异,赵婷婷
2334.0,20260607.0,1139021736998.0,,[爱心],cities ficusion。,2714.0,4149.0,3.0,1.0,0.0,Qhg3VeEdJDY.aac,,0.0,0.0,一般,唱歌/朗诵,不相关,语义相等内容有差异,赵婷婷
2335.0,20260610.0,1137344987178.0,,这么简单去,呜。,2247.0,4146.0,8.0,11.0,0.0,2IEf9MEOL9E.aac,,0.0,0.0,一般,简短回应,不相关,语义相等内容有差异,赵婷婷
2336.0,20260610.0,1131463819785.0,,御姐音。,小哥哥太小了，小叔叔太老了。so nine NIKE性别不对，你好好想想该做什么。,17222.0,4142.0,27.0,158.0,0.0,Ano6Eh6nF7k.aac,,0.0,-1.0,劣质,玩梗/搞笑,"相关-引导听评论,相关-互为补充",语义相等内容有差异,赵婷婷
2337.0,20260610.0,1132411585406.0,,,哎呦我去快手给你们发语音呐。,3019.0,4142.0,7.0,12.0,0.0,CTGEbcqwPV8.aac,,-1.0,-1.0,劣质,发语音玩,无评论内容,语义相等内容有差异,赵婷婷
2338.0,20260608.0,1132614700251.0,,被自己吓哭了[惊恐],oh，我们沾沾即合破，结果又是如何，没有任何意义，其实你根本没爱过。脑袋空白，在此刻我写了这首歌，其实没什么舍不得，只是眼泪闪烁。全是红色，把你的心给我，把你的爱给我。这样我才能搭得强，是有更多的把握。,30025.0,4140.0,26.0,68.0,0.0,RCkFn6HN4ao.aac,,0.0,1.0,优质,唱歌/朗诵,"相关-引导听评论,相关-互为补充",语义相等内容有差异,赵婷婷
2339.0,20260601.0,1133054958752.0,,[做不完]头一次外向,suca。像是一首无法停止单曲循环的无名歌。扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。扛住了世俗生活的刁难，却扛不住对你的喜欢。,29998.0,4139.0,4.0,8.0,0.0,zwtxrPHCYvA.aac,,0.0,1.0,优质,唱歌/朗诵,"相关-引导听评论,相关-互为补充",语义相等内容有差异,赵婷婷
2340.0,20260610.0,1132450414331.0,,别说话 听我唱歌[色],丝白发望断崖。几许落幕残花。任宿命掀起红尘绝绝方向。,16023.0,4139.0,14.0,58.0,1.0,UaZRKfYWBwk.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,赵婷婷
2341.0,20260610.0,1137311267835.0,,接歌第一句[想吃],森林很美，是我的家。,4299.0,4135.0,9.0,9.0,0.0,qzSwSP9xH4w.aac,,0.0,0.0,一般,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,赵婷婷
2342.0,20260610.0,1139288658141.0,,,你脸上还笑着原谅。你曾说过对我好，永远不要忘记我。,18430.0,4133.0,7.0,8.0,0.0,v0wg7YoUsnk.aac,,0.0,-1.0,劣质,唱歌/朗诵,无评论内容,语义相等内容有差异,赵婷婷
